row_id,sentiment_text,ground_truth,final_text_original,bing_liu_sentiment,bing_liu_sentiment_score,bing_liu_sentiment_confidence,swn_sentiment
291,"Oil is 36% more expensive in one month due to Trump&#39;s illegal war, UK mortgage rates have already risen with inflation sure to follow, brakes on trade, business confidence, energy price hikes are all now certain. An economic doom spiral is starting as the BBC confirms the US and #Israel are bombing schools, hospitals and cultural sites in war crime upon war crime.#KierStarmer walked the UK right into this by kowtowing to Trump. They should all be prosecuted by the #ICC. #IranWar #Iran",negative,"oil is 36% more expensive in one month due to trump&#39;s illegal war, uk mortgage rates have already risen with inflation sure to follow, brakes on trade, business confidence, energy price hikes are all now certain. an economic doom spiral is starting as the bbc confirms the us and #israel are bombing schools, hospitals and cultural sites in war crime upon war crime.#kierstarmer walked the uk right into this by kowtowing to trump. they should all be prosecuted by the #icc. #iranwar #iran",negative,-0.1111111111111111,0.1111111111111111,Neutral
292,Marina Hyde nails it of course.#iranwar https://www.theguardian.com/commentisfree/2026/mar/06/iran-war-britain-us-israel-keir-starmer-donald-trump-benjamin-netanyahu,neutral,marina hyde nails it of course.#iranwar,neutral,0.0,0.0,Neutral
293,"US applauds Israel: 'We knew they were good, but we didn't know how good'  https://fed.brid.gy/r/https://www.israelhayom.com/2026/03/06/us-applauds-israel-we-knew-they-were-good-but-we-didnt-know-how-good/",neutral,"us applauds israel: 'we knew they were good, but we didn't know how good'",positive,1.0,1.0,Positive
294,Russia aiding Iran with intelligence on US military assets  https://fed.brid.gy/r/https://www.israelhayom.com/2026/03/06/russia-aiding-iran-with-intelligence-on-us-military-assets/,neutral,russia aiding iran with intelligence on us military assets,positive,1.0,1.0,Positive
295,"Well. So not only are oil prices doing a mooonshot — and this will continue — but today’s jobs report? Disastrous.But Trump will just keep digging in. When the Iranians blow up a tanker, and they very likely will, the “US agency to create $20bn reinsurance facility for Gulf shipping” will when this happens, use taxpayer money to reimburse ship owners. 🖕🏻🖕🏻🖕🏻#USPolitics #IranWar #Trump",negative,"well. so not only are oil prices doing a mooonshot — and this will continue — but today’s jobs report? disastrous.but trump will just keep digging in. when the iranians blow up a tanker, and they very likely will, the “us agency to create $20bn reinsurance facility for gulf shipping” will when this happens, use taxpayer money to reimburse ship owners. :middle_finger_light_skin_tone::middle_finger_light_skin_tone::middle_finger_light_skin_tone:#uspolitics #iranwar #trump",positive,0.2,0.2,Neutral
296,"Trump: No deal with Iran, only unconditional surrender  https://fed.brid.gy/r/https://www.israelhayom.com/2026/03/06/trump-no-deal-with-iran-only-unconditional-surrender/",negative,"trump: no deal with iran, only unconditional surrender",positive,0.3333333333333333,0.3333333333333333,Negative
297,"When you push em to hurry up, corners get cut, lives get lost  PLAN BETTER: that's the better approach and the real solution  Also, don't start wars you're not ready for  Better yet, don't start wars, full stop. 3  #Iran #IranWar",negative,"when you push em to hurry up, corners get cut, lives get lost plan better: that's the better approach and the real solution also, don't start wars you're not ready for better yet, don't start wars, full stop. 3 #iran #iranwar",negative,-0.4285714285714285,0.4285714285714285,Neutral
298,"The result was the Brewster Buffalo, a WWII fighter plane that quickly earned the nickname ""The Flying Coffin""  It also resulted in a saying often cited in my family: ""Good enough for govt work""  It was a sardonic joke, carried over no doubt from my grandpa who worked for Brewster 2  #Iran #IranWar",neutral,"the result was the brewster buffalo, a wwii fighter plane that quickly earned the nickname ""the flying coffin"" it also resulted in a saying often cited in my family: ""good enough for govt work"" it was a sardonic joke, carried over no doubt from my grandpa who worked for brewster 2 #iran #iranwar",positive,0.5,0.5,Neutral
299,"Trump is calling on #DoD Contractors to ""more speedily fulfill"" the need for more munitions.   They def don't know WWII history.  Brewster - then the premier maker of auto bodies - was told to cut costs or lose their DoD contract.  They did - to disastrous effect. 1  #Iran #IranWar #USpol",negative,"trump is calling on #dod contractors to ""more speedily fulfill"" the need for more munitions. they def don't know wwii history. brewster - then the premier maker of auto bodies - was told to cut costs or lose their dod contract. they did - to disastrous effect. 1 #iran #iranwar #uspol",positive,0.6666666666666666,0.6666666666666666,Neutral
300,“Who _had_ the cards?”#Trump#USA #iranwar https://www.destentor.nl/buitenland/trump-voert-oorlog-tegen-iran-maar-munitie-slinkt-nu-smeekt-hij-bij-europa-en-oekraine~a618f244/,neutral,“who _had_ the cards?”#trump#usa #iranwar,positive,1.0,1.0,Neutral
301,"We are now at war with Iran. Why? What changed?  The latest Epstein files are a story that won’t go away for Trump, despite his best efforts to distract us from them. The latest are ricocheting across the internet, including with the president’s QAnon base. The Justice Department apparently tried to hide these files from the public, which has led many people to ask why. Now we know, and it’s truly bad for #Trump #Pedophile #USA #EpsteinFiles #children #Epstein #IRanwar #War #America #Justice",negative,"we are now at war with iran. why? what changed? the latest epstein files are a story that won’t go away for trump, despite his best efforts to distract us from them. the latest are ricocheting across the internet, including with the president’s qanon base. the justice department apparently tried to hide these files from the public, which has led many people to ask why. now we know, and it’s truly bad for #trump #pedophile #usa #epsteinfiles #children #epstein #iranwar #war #america #justice",positive,0.3333333333333333,0.3333333333333333,Neutral
302,It&#39;s being reported that China is providing military equipment to Iran. #IranWarIran Signals Deeper Support from Russia and China in War with the U.S. and Israel - Robert Lansing Institutehttps://lansinginstitute.org/2026/03/06/iran-signals-deeper-support-from-russia-and-china-in-war-with-the-u-s-and-israel/,neutral,it&#39;s being reported that china is providing military equipment to iran. #iranwariran signals deeper support from russia and china in war with the u.s. and israel - robert lansing institute,positive,1.0,1.0,Neutral
303,"""Something has gone terribly wrong in our system of checks and balances🚨when a lawmaker, frightened of the president, demands anonymity to say -he's🚨🚨🚨 worried POTUS may have triggered ""doomsday"" by launching a poorly planned war.""-A Day#MafiaDon #Fascism #Republicans #IllegalWar #IranWar #Lawless #TrumpRegime #Kakistocracy #Doomsday #Protest #NoKings #Uprising #USPolhttps://www.ft.com/content/e24fec42-3fd1-4a53-bca8-59a1abd42395",negative,"""something has gone terribly wrong in our system of checks and balances:police_car_light:when a lawmaker, frightened of the president, demands anonymity to say -he's:police_car_light::police_car_light::police_car_light: worried potus may have triggered ""doomsday"" by launching a poorly planned war.""-a day#mafiadon #fascism #republicans #illegalwar #iranwar #lawless #trumpregime #kakistocracy #doomsday #protest #nokings #uprising #uspol",negative,-1.0,1.0,Negative
304,"It was a sardonic joke. Carried over no doubt from my grandfather who worked for BrewsterWhen you push em to hurry up, corners get cut, lives get lostPLAN BETTER: that's the better approach and the real solutionAlso, don't start wars you're not ready forBetter yet, don't start wars, full stop.2#Iran #IranWar",neutral,"it was a sardonic joke. carried over no doubt from my grandfather who worked for brewsterwhen you push em to hurry up, corners get cut, lives get lostplan better: that's the better approach and the real solutionalso, don't start wars you're not ready forbetter yet, don't start wars, full stop.2#iran #iranwar",positive,0.1111111111111111,0.1111111111111111,Neutral
305,"Trump is calling on #DoD Contractors to ""more speedily fulfill"" the need for more munitions. They def don't know WWII history.Brewster - then the premier maker of auto bodies - was told to cut costs or lose their DoD contract.They did - to disastrous effect.The result was the Brewster Buffalo, a WWII fighter plane that quickly earned the nickname ""The Flying Coffin"" It also resulted in a saying often cited in my family: ""Good enough for govt work""1#Iran #IranWar #USpol",neutral,"trump is calling on #dod contractors to ""more speedily fulfill"" the need for more munitions. they def don't know wwii history.brewster - then the premier maker of auto bodies - was told to cut costs or lose their dod contract.they did - to disastrous effect.the result was the brewster buffalo, a wwii fighter plane that quickly earned the nickname ""the flying coffin"" it also resulted in a saying often cited in my family: ""good enough for govt work""1#iran #iranwar #uspol",positive,0.7777777777777778,0.7777777777777778,Neutral
306,"Oh oh, VOA Farsi is missing from #shortwave! 😱  7590 - missing 9915 - missing 11575 - carries Radio Farda instead, at least from 1400z  1548 still has VOA w/ Iranian Bubble Jammer now actually on *1548*  #shortwave #mediumwave #Iran #IranWar #WARINIRAN",neutral,"oh oh, voa farsi is missing from #shortwave! :face_screaming_in_fear: 7590 - missing 9915 - missing 11575 - carries radio farda instead, at least from 1400z 1548 still has voa w/ iranian bubble jammer now actually on *1548* #shortwave #mediumwave #iran #iranwar #wariniran",negative,-1.0,1.0,Neutral
307,Christian Adams @Adamstoon1 on #Iran #IranWar #KeirStarmer #Churchill #MiddleEastConflict @Telegraph – political cartoon gallery in London original-political-cartoon.com,neutral,christian adams @adamstoon1 on #iran #iranwar #keirstarmer #churchill #middleeastconflict @telegraph – political cartoon gallery in london original-political-cartoon.com,neutral,0.0,0.0,Neutral
308,"At 1744z, look at this!  Radio Farda will likely stay permanently on 7470 via Kuwait, while the other relay nearby via UZB will keep changing freqs to evade #jamming  2h ago, 7470 attracted the Bubble Jammer, 7520 did not  Now, 7470 is NOT jammed, while 7490 is!  #shortwave #Iran #IranWar #WARINIRAN",neutral,"at 1744z, look at this! radio farda will likely stay permanently on 7470 via kuwait, while the other relay nearby via uzb will keep changing freqs to evade #jamming 2h ago, 7470 attracted the bubble jammer, 7520 did not now, 7470 is not jammed, while 7490 is! #shortwave #iran #iranwar #wariniran",negative,-1.0,1.0,Neutral
309,The Wartime Role of Iran’s “Axis”: Countering Proxy and Terrorist Threats | The Washington Institute #IranWar https://www.washingtoninstitute.org/policy-analysis/wartime-role-irans-axis-countering-proxy-and-terrorist-threats,neutral,the wartime role of iran’s “axis”: countering proxy and terrorist threats | the washington institute #iranwar,negative,-1.0,1.0,Negative
310,"""10-yr-old Iranian child in Minab recounts the strike that💔killed her 11-yr-old brother &amp; their teacher mother.""-Clash Report""State TV carried🚨images showing a large crowd of mourners in Minab weeping over what appear to be bodies wrapped in white shrouds. Other images released by state media on Tues show individuals preparing💔coffins draped in the Iranian flag --some bearing photographs of children.""#Hegseth must resign, Trump: impeached‼️#WarCrimes #IranWar #USPolhttps://www.cbsnews.com/news/iran-girls-school-alleged-strike/",negative,"""10-yr-old iranian child in minab recounts the strike that:broken_heart:killed her 11-yr-old brother &amp; their teacher mother.""-clash report""state tv carried:police_car_light:images showing a large crowd of mourners in minab weeping over what appear to be bodies wrapped in white shrouds. other images released by state media on tues show individuals preparing:broken_heart:coffins draped in the iranian flag --some bearing photographs of children.""#hegseth must resign, trump: impeached:double_exclamation_mark:#warcrimes #iranwar #uspol",negative,-0.6666666666666666,0.6666666666666666,Neutral
