row_id,sentiment_text,ground_truth,final_text_style_b,swn_sentiment
335,"Guardian: ""US lost 92,000 jobs in February just before Trump joined Iran conflict""Me: plus Epstein-Files #iranwar #TrumpWar #JobLoss #EpsteinFiles https://www.theguardian.com/business/2026/mar/06/february-jobs-report",neutral,guardian u lose job in february just before trump join iran conflictme plus epsteinfiles httpswwwtheguardiancombusinessmarfebruaryjobsreport,Neutral
336,"The current Internet shutdown in Iran is in its 7th day.A small amount of traffic continues to trickle out of Iran for whitelisted individuals and services, for everyone else, almost no connectivity whatsoever.#IranWar #DigitalBlackoutlran",negative,the current internet shutdown in iran be in it th daya small amount of traffic continue to trickle out of iran for whitelisted individual and service for everyone else almost no connectivity whatsoever,Neutral
337,They changed the &quot;Department of Defense&quot; to &quot;Department of War&quot; but then they insist they aren&#39;t actually doing war. The GOP congress (and even a lot of Dems) are happy to go along with this farce.When we run out of interceptor missiles and start taking high casualties I&#39;m sure they all will have always been against this.#EpsteinWar #IranWar #WW3,negative,they change the department of defense to department of war but then they insist they arent actually do war the gop congress and even a lot of dems be happy to go along with this farcewhen we run out of interceptor missile and start take high casualty im sure they all will have always be against this,Neutral
338,Waiting for the Paedo  Trump to declare war on the Moon....#USPOL #USPolitics #IranWar #Cuba #trump #EpsteinClass #WWIII,neutral,wait for the paedo trump to declare war on the moon,Neutral
339,"Israel expands the war on Iran, ordering mass displacement in Lebanon - World Socialist Web Site#IranWar #NoWarAgainstIran!https://www.wsws.org/en/articles/2026/03/05/fnxt-m05.html",negative,israel expand the war on iran order mass displacement in lebanon world socialist web site httpswwwwswsorgenarticlesfnxtmhtml,Neutral
340,"Okay, if Iran manages to strike US territory - or, far more likely, if Trump has a domestic false flag attack made to shore up his political support - where in the US is likely to be blown up?Maybe the rest of the White House so he can finish his golden palace. Maybe New York or California to reduce the number of Democratic voters. Maybe the Statue of Liberty for the symbolism.Suggestions? What do you think?#Politics #Trump #IranWar #FalseFlag",negative,okay if iran manages to strike u territory or far more likely if trump have a domestic false flag attack make to shore up his political support where in the u be likely to be blow upmaybe the rest of the white house so he can finish his golden palace maybe new york or california to reduce the number of democratic voter maybe the statue of liberty for the symbolismsuggestions what do you think,Neutral
341,RE: https://journa.host/@ScottLucas/116181133954451208#Lebanon Health Ministry: 217 people killed and 798 injured by #Israel attacks since Monday#IranWar,negative,httpsjournahost health ministry people kill and injure by attack since monday,Neutral
342,"RE: https://journa.host/@ScottLucas/116181133954451208#Iran President Pezeshkian: Some countries have begun mediation efforts to end US- #Israel war, but any talks should address those who started it#Trump: ""There will be no deal with Iran except UNCONDITIONAL SURRENDER!"" with ""the selection of a GREAT &amp; ACCEPTABLE Leader(s)""#IranWar",neutral,httpsjournahost president pezeshkian some country have begin mediation effort to end u war but any talk should address those who start it there will be no deal with iran except unconditional surrender with the selection of a great amp acceptable leader,Neutral
343,"I don't think the UK media have made nearly enough noise about the US Navy sinking an *unarmed* Iranian warship and then, in clear violation of the Geneva Conventions, leaving them to drown.This is a heinous war crime which the media would be rightly up in arms about if any country that wasn't nominally an ""ally"" had done it.https://ihl-databases.icrc.org/en/ihl-treaties/gcii-1949/article-18/commentary/2017#IRISDena #IranWar #WarCrimes #GenevaConventions",negative,i dont think the uk medium have make nearly enough noise about the u navy sink an unarmed iranian warship and then in clear violation of the geneva convention leave them to drownthis be a heinous war crime which the medium would be rightly up in arm about if any country that wasnt nominally an ally have do ithttpsihldatabasesicrcorgenihltreatiesgciiarticlecommentary,Neutral
344,"Cry harder you American Asset, come the next election Tottenham is going GREEN! Maybe people leaked because this whole fascist shitshow you&#39;re trying to enable disagrees with them? Sellout fuck....https://www.theguardian.com/world/2026/mar/06/leak-secret-uk-meeting-us-iran-david-lammy#IranWar #DavidLammy #UKPOL #UKPOLITICS",negative,cry harder you american asset come the next election tottenham be go green maybe people leak because this whole fascist shitshow youre try to enable disagrees with them sellout fuckhttpswwwtheguardiancomworldmarleaksecretukmeetingusirandavidlammy,Positive
345,"#Iran must cease its attacks&quot;? WTF? How about telling your orange #pedophile buddy #Trump who started this unnecessary war to go FUCK himself? No guts for that, I guess. You are such a disappointment! #EU needs more leaders like #PedroSanchez who aren&#39;t puppets to #USimperialism #pedo #TrumpIsAPedo #FuckTrump #EU #democracy #Iran #IranWar # #PedoTrump #Europe #NATO",negative,must cease it attack wtf how about tell your orange buddy who start this unnecessary war to go fuck himself no gut for that i guess you be such a disappointment need more leader like who arent puppet to,Neutral
346,"Middle East Missile Defense Shield could collapse in just 4 DaysUnder the weight of a sustained conflict, current interceptor stockpiles could be exhausted in as little as four to seven days.can trigger a saturation scenario. #trump #Military #Tech #USNavy #Future #Warfare #DefenseNews #weapons #navy #naval #innovation#science #news #IsraelIranConflict #IranWar #MiddleEastCrisis #OperationEpicFury https://www.youtube.com/watch?v=XPWE1KpOHa0",neutral,middle east missile defense shield could collapse in just daysunder the weight of a sustained conflict current interceptor stockpile could be exhaust in as little a four to seven dayscan trigger a saturation scenario httpswwwyoutubecomwatchvxpwekpoha,Neutral
347,"Iranian and Israeli strikes as war enters seventh dayThe Iran war, which has spread across the Middle East and beyond, entered its seventh day after Israeli forces announced a &quot;next phase&quot; in the conflict and bombed Beirut&#39;s southern suburbs.https://www.rte.ie/news/2026/0306/1561922-iran-war-update/#IranWar #News #IsraelNews #IranNews #Israel #Iran",negative,iranian and israeli strike a war enters seventh daythe iran war which have spread across the middle east and beyond enter it seventh day after israeli force announce a next phase in the conflict and bomb beirut southern suburbshttpswwwrteienewsiranwarupdate,Neutral
348,"Report: US investigators say the US military probably carried out the double-tap strike that killed 165, mostly young girls, at an Iranian elementary school.A &quot;double-tap strike&quot; kills one group, then waits for medics &amp; other civilians to arrive in order to kill them as well.https://www.middleeasteye.net/news/us-investigators-say-american-strike-most-likely-responsible-iranian-school-massacre #USWarCrimes #USPol #EUPol #IranWar #IranSchoolAttack #news .",negative,report u investigator say the u military probably carry out the doubletap strike that kill mostly young girl at an iranian elementary schoola doubletap strike kill one group then wait for medic amp other civilian to arrive in order to kill them a wellhttpswwwmiddleeasteyenetnewsusinvestigatorssayamericanstrikemostlikelyresponsibleiranianschoolmassacre,Neutral
349,BBC: Oil price jumps after Qatar warns all Gulf production could stop within dayshttps://www.bbc.com/news/articles/cy031ylgepro#economy #IranWar #gasoline,negative,bbc oil price jump after qatar warn all gulf production could stop within dayshttpswwwbbccomnewsarticlescyylgepro,Neutral
350,EA on International Media: US and #Israel Expand Their Wars in #Iran and #Lebanon — But How They Will End Them?#IranWar #Trump #SaudiArabia #UAE #Bahrain #Kuwait #Oman #Lebanonhttps://eaworldview.com/2026/03/us-and-israel-wars-iran-and-lebanon-but-how-they-will-end-them/,neutral,ea on international medium u and expand their war in and but how they will end them eaworldviewcomusandisraelwarsiranandlebanonbuthowtheywillendthem,Negative
351,"11575 kHz: there's a new frequency for Radio Farda, 10kHz audio bandwidth like on // 5860, so likely via #USAGM Kuwait. No #jamming; // 13755 UAE is strongly #jammed, + TDF DRM is on 13760.  QRM on 11575 is from SuperDARN, unrelated. #shortwave #Iran #IranWar #WARINIRAN",neutral,khz theres a new frequency for radio farda khz audio bandwidth like on so likely via kuwait no uae be strongly tdf drm be on qrm on be from superdarn unrelated,Neutral
352,#Beijing seeks safe passage for energy shipments as global oil supply faces major disruption#OilMarket #IranWar #China #MarketInsiderhttps://marketinsider.net/china-negotiates-with-iran-to-reopen-hormuz-oil-route/,neutral,seek safe passage for energy shipment a global oil supply face major disruption marketinsidernetchinanegotiateswithirantoreopenhormuzoilroute,Neutral
353,"When bombs fall on cities, the victims are not politicians or generals. They are families, children, doctors, teachers, and workers trying to live their lives.Reports from the Iran conflict suggest that even medical facilities and civilian areas have been affected by the strikes. �The GuardianMany people across the world are questioning whether wars driven by political interests can ever truly be justified when the humanitarian cost is so high.#IranWar #IranIsraelWar #HumanRights #StopWar",negative,when bomb fall on city the victim be not politician or general they be family child doctor teacher and worker try to live their livesreports from the iran conflict suggest that even medical facility and civilian area have be affect by the strike the guardianmany people across the world be question whether war drive by political interest can ever truly be justify when the humanitarian cost be so high,Neutral
